views,favorite,post_info,price,car_name,year,A_C,emission_class,seats_amount,horsepower,color,"car_mileage, km","engine_capacity, cc",type_of_drive,doors,fuel,car_type,gearbox
3504,51,updated a week ago,1100,Subaru Forester,1997,manual A/C,Euro 3,5,124 HP (91 kW),turquoise,210000,2000,4x4,4/5 doors,petrol,suv,"manual, 5 speeds"
154,0,posted 3 weeks ago,2500,Subaru G3X Justy,2005,manual A/C,Euro 4,5,98 HP (72 kW),black,250000,1500,4x4,4/5 doors,petrol,limousine,"manual, 5 speeds"
262,5,posted a week ago,2300,Subaru G3X Justy,2003,manual A/C,Euro 4,5,100 HP (74 kW),gray,185000,1500,4x4,4/5 doors,petrol,suv,"manual, 5 speeds"
27,1,posted 2 days ago,16600,Subaru Impreza,2018,automatic A/C,Euro 6,5,114 HP (84 kW),gray,58000,1599,4x4,4/5 doors,petrol,hatchback,automatic
1785,9,updated yesterday,18500,Subaru Impreza,2008,automatic A/C,Euro 4,5,300 HP (221 kW),gray,168000,2500,4x4,4/5 doors,petrol,hatchback,"manual, 6 speeds"
312,4,posted 2 weeks ago,3200,Subaru Impreza,2007,automatic A/C,Euro 5,5,162 HP (119 kW),blue,227900,2000,4x4,4/5 doors,petrol,caravan,"manual, 5 speeds"
884,4,updated a week ago,11111,Subaru Impreza,2006,manual A/C,Euro 4,5,150 HP (110 kW),gray,332344,1991,4x4,2/3 doors,petrol,hatchback,"manual, 5 speeds"
220,3,posted 3 weeks ago,1900,Subaru Impreza,2002,manual A/C,Euro 3,5,95 HP (70 kW),green,277000,1597,4x4,4/5 doors,petrol + gas,limousine,"manual, 5 speeds"
190,0,posted 4 days ago,350,Subaru Justy,1999,manual A/C,Euro 3,5,75 HP (55 kW),teget,11111,1300,4x4,4/5 doors,petrol + gas,hatchback,"manual, 5 speeds"
1714,3,updated a week ago,6499,Subaru Legacy,2012,automatic A/C,Euro 5,5,150 HP (110 kW),gray,216442,1991,4x4,4/5 doors,petrol,caravan,"manual, 6 speeds"
487,7,updated 4 weeks ago,4350,Subaru Legacy,2012,automatic A/C,Euro 5,5,150 HP (110 kW),gray,216000,1998,4x4,4/5 doors,diesel,caravan,"manual, 6 speeds"
68,0,posted a week ago,7700,Subaru Legacy,2010,automatic A/C,Euro 5,5,150 HP (110 kW),white,151500,2000,4x4,4/5 doors,petrol,caravan,"manual, 6 speeds"
102,3,posted 2 days ago,7990,Subaru XV,2014,automatic A/C,Euro 5,5,147 HP (108 kW),gray,221586,1980,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
293,0,updated 2 weeks ago,3100,Suzuki Alto,2009,no A/C,Euro 5,4,68 HP (50 kW),red,145114,996,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
205,2,posted 2 weeks ago,1000,Suzuki Alto,2004,manual A/C,Euro 3,5,68 HP (50 kW),blue,190000,1099,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
124,3,posted a week ago,800,Suzuki Alto,1999,no A/C,,5,68 HP (50 kW),yellow,300000,1000,front,2/3 doors,petrol,hatchback,"manual, 5 speeds"
419,8,posted 4 weeks ago,1000,Suzuki Baleno,2003,no A/C,,5,850 HP (625 kW),blue,220000,1300,front,2/3 doors,petrol,hatchback,"manual, 5 speeds"
1470,6,updated yesterday,1499,Suzuki Baleno,2002,manual A/C,Euro 3,5,86 HP (63 kW),blue,119000,1298,front,2/3 doors,petrol,hatchback,"manual, 5 speeds"
111,2,posted 5 days ago,400,Suzuki Baleno,1997,no A/C,,5,98 HP (72 kW),green,200000,1600,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
1237,11,updated 2 weeks ago,8200,Suzuki Grand Vitara,2012,automatic A/C,Euro 4,5,129 HP (95 kW),gray,254000,1900,4x4,4/5 doors,diesel,suv,"manual, 5 speeds"
161,1,posted 2 weeks ago,5900,Suzuki Grand Vitara,2009,automatic A/C,,5,239 HP (176 kW),blue,24000,3200,4x4,4/5 doors,petrol + gas,suv,automatic
141,2,posted 3 weeks ago,5900,Suzuki Grand Vitara,2008,manual A/C,Euro 4,5,129 HP (95 kW),black,288000,1870,4x4,4/5 doors,diesel,suv,"manual, 5 speeds"
217,0,posted 3 weeks ago,4100,Suzuki Grand Vitara,2007,manual A/C,,5,129 HP (95 kW),bordeaux,295700,1879,4x4,4/5 doors,diesel,suv,"manual, 5 speeds"
61,2,posted a week ago,6500,Suzuki Grand Vitara,2007,automatic A/C,Euro 5,5,129 HP (95 kW),black,177000,1900,4x4,4/5 doors,diesel,suv,"manual, 5 speeds"
74,1,posted 3 days ago,6150,Suzuki Grand Vitara,2007,automatic A/C,Euro 3,5,129 HP (95 kW),black,252238,1900,4x4,4/5 doors,diesel,suv,"manual, 5 speeds"
113,2,posted a week ago,5970,Suzuki Grand Vitara,2006,manual A/C,Euro 4,5,129 HP (95 kW),gray,213369,1897,4x4,4/5 doors,diesel,suv,"manual, 5 speeds"
438,4,updated a week ago,5599,Suzuki Grand Vitara,2006,manual A/C,Euro 4,4,106 HP (78 kW),black,147697,1589,4x4,2/3 doors,petrol,suv,"manual, 5 speeds"
61,0,posted a week ago,6000,Suzuki Grand Vitara,2006,automatic A/C,Euro 4,5,140 HP (103 kW),gray,260000,1998,4x4,4/5 doors,petrol,suv,"manual, 5 speeds"
343,7,posted 3 weeks ago,5000,Suzuki Grand Vitara,2006,manual A/C,Euro 4,5,128 HP (94 kW),gray,210000,1900,4x4,4/5 doors,diesel,suv,"manual, 5 speeds"
135,0,posted 3 weeks ago,5250,Suzuki Grand Vitara,2006,no A/C,Euro 3,5,140 HP (103 kW),gray,210108,1998,4x4,4/5 doors,petrol,suv,"manual, 5 speeds"
818,5,updated 2 weeks ago,5400,Suzuki Grand Vitara,2006,no A/C,,5,131 HP (96 kW),gray,297756,1898,4x4,4/5 doors,diesel,suv,"manual, 5 speeds"
109,2,posted a week ago,5340,Suzuki Grand Vitara,2005,no A/C,Euro 3,5,109 HP (80 kW),silver,181300,1998,4x4,4/5 doors,diesel,suv,"manual, 5 speeds"
44,0,posted 4 days ago,5799,Suzuki Grand Vitara,2005,automatic A/C,Euro 3,5,129 HP (95 kW),black,230000,1900,4x4,4/5 doors,diesel,suv,"manual, 5 speeds"
79,0,posted 2 weeks ago,6600,Suzuki Grand Vitara,2005,automatic A/C,Euro 3,5,109 HP (80 kW),silver,280525,1986,4x4,4/5 doors,diesel,suv,"manual, 5 speeds"
519,1,updated 3 weeks ago,5100,Suzuki Grand Vitara,2004,manual A/C,Euro 3,5,90 HP (66 kW),silver,270000,1999,4x4,4/5 doors,diesel,suv,"manual, 5 speeds"
173,1,posted 2 weeks ago,5500,Suzuki Grand Vitara,2004,manual A/C,Euro 3,5,128 HP (94 kW),gray,208000,2000,4x4,4/5 doors,petrol + gas,suv,"manual, 5 speeds"
72,0,posted 4 days ago,5100,Suzuki Grand Vitara,2003,manual A/C,Euro 3,5,116 HP (85 kW),gray,1111,2000,4x4,4/5 doors,diesel,suv,"manual, 5 speeds"
931,0,updated 4 days ago,4800,Suzuki Grand Vitara,2002,manual A/C,Euro 3,5,144 HP (106 kW),green,233000,2493,4x4,4/5 doors,petrol + gas,suv,automatic
267,0,posted a week ago,4100,Suzuki Grand Vitara,2002,manual A/C,Euro 3,5,148 HP (109 kW),gray,178000,2485,4x4,4/5 doors,petrol,suv,"manual, 5 speeds"
122,0,posted 2 weeks ago,4950,Suzuki Grand Vitara,2002,manual A/C,Euro 3,5,109 HP (80 kW),silver,277000,1998,4x4,4/5 doors,diesel,suv,"manual, 5 speeds"
160,0,posted a week ago,4620,Suzuki Grand Vitara,2001,manual A/C,Euro 3,4,128 HP (94 kW),silver,234966,1998,4x4,2/3 doors,petrol,suv,"manual, 5 speeds"
22,0,posted today,9990,Suzuki Ignis,2018,manual A/C,Euro 6,5,90 HP (66 kW),white,52000,1200,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
89,1,posted 2 weeks ago,3500,Suzuki Ignis,2007,manual A/C,Euro 4,5,94 HP (69 kW),blue,216000,1300,4x4,4/5 doors,petrol,suv,"manual, 5 speeds"
710,6,updated 2 weeks ago,2290,Suzuki Ignis,2001,manual A/C,Euro 3,5,83 HP (61 kW),red,195332,1300,4x4,4/5 doors,petrol,hatchback,"manual, 5 speeds"
162,0,posted 3 weeks ago,9700,Suzuki Jimny,2009,automatic A/C,Euro 4,4,86 HP (63 kW),bordeaux,125000,1500,4x4,2/3 doors,diesel,suv,"manual, 5 speeds"
618,1,posted a week ago,8800,Suzuki Jimny,2009,manual A/C,Euro 4,4,84 HP (62 kW),teget,202000,1328,4x4,2/3 doors,petrol,suv,"manual, 5 speeds"
76,1,posted a week ago,7500,Suzuki Jimny,2008,no A/C,,4,86 HP (63 kW),gray,141500,1328,4x4,2/3 doors,petrol,suv,"manual, 5 speeds"
99,1,posted a week ago,7000,Suzuki Jimny,2006,no A/C,Euro 3,4,86 HP (63 kW),gray,162174,1500,4x4,2/3 doors,diesel,suv,"manual, 5 speeds"
73,1,posted a week ago,7600,Suzuki Jimny,2005,no A/C,Euro 4,5,86 HP (63 kW),red,122000,1329,4x4,2/3 doors,petrol + gas,cabriolet,"manual, 5 speeds"
136,4,posted a week ago,1580,Suzuki Kizashi,1999,no A/C,Euro 3,5,68 HP (50 kW),green,87700,1300,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
1906,6,updated 2 weeks ago,1750,Suzuki Liana,2005,manual A/C,,5,106 HP (78 kW),gray,185000,1600,4x4,4/5 doors,petrol,hatchback,"manual, 5 speeds"
423,3,updated a week ago,2650,Suzuki Liana,2005,manual A/C,Euro 3,5,90 HP (66 kW),blue,220000,1398,front,4/5 doors,diesel,limousine,"manual, 5 speeds"
102,3,posted 2 weeks ago,1700,Suzuki Liana,2005,manual A/C,Euro 4,5,76 HP (56 kW),teget,190200,1378,front,4/5 doors,diesel,minivan (MPV),"manual, 5 speeds"
29,0,posted 3 days ago,3150,Suzuki Liana,2004,manual A/C,Euro 3,5,106 HP (78 kW),silver,149600,1586,4x4,4/5 doors,petrol,suv,"manual, 5 speeds"
1134,8,updated 2 weeks ago,890,Suzuki Liana,2002,no A/C,,5,103 HP (76 kW),golden,250000,1600,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
261,1,posted 2 weeks ago,1000,Suzuki Maruti,2005,no A/C,Euro 2,4,48 HP (35 kW),green,87000,800,front,4/5 doors,petrol,hatchback,"manual, 4 speeds"
381,6,posted 3 weeks ago,599,Suzuki Maruti,1998,no A/C,Euro 2,4,35 HP (26 kW),green,680,800,front,2/3 doors,petrol,limousine,"manual, 4 speeds"
248,4,posted a week ago,399,Suzuki Maruti,1992,no A/C,Euro 2,4,39 HP (29 kW),gray,45000,796,front,4/5 doors,petrol + gas,hatchback,"manual, 4 speeds"
217,1,posted 3 weeks ago,400,Suzuki Maruti,1991,no A/C,,4,49 HP (36 kW),gray,200000,800,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
219,2,posted a week ago,4800,Suzuki Samurai,1991,no A/C,Euro 3,4,69 HP (51 kW),gray,90000,1300,4x4,2/3 doors,petrol,cabriolet,"manual, 5 speeds"
213,4,posted a week ago,3600,Suzuki Samurai,1990,no A/C,Euro 2,4,60 HP (44 kW),gray,160689,1300,4x4,2/3 doors,petrol,suv,"manual, 5 speeds"
307,2,posted 2 weeks ago,3000,Suzuki Samurai,1990,no A/C,,4,82 HP (60 kW),black,354752,1300,4x4,2/3 doors,petrol + gas,suv,"manual, 5 speeds"
208,2,updated 2 weeks ago,3150,Suzuki Splash,2009,no A/C,Euro 4,5,86 HP (63 kW),black,250500,1200,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
192,2,updated 3 weeks ago,5500,Suzuki Swift,2011,no A/C,,5,94 HP (69 kW),red,140000,1242,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
332,0,updated 5 days ago,3900,Suzuki Swift,2010,manual A/C,Euro 4,5,75 HP (55 kW),red,157000,1300,front,2/3 doors,diesel,coupe,"manual, 5 speeds"
117,6,posted a week ago,2950,Suzuki Swift,2009,manual A/C,Euro 4,5,91 HP (67 kW),red,180000,1328,4x4,4/5 doors,petrol,hatchback,"manual, 5 speeds"
80,5,posted 6 days ago,3100,Suzuki Swift,2009,manual A/C,Euro 4,5,92 HP (68 kW),gray,180000,1328,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
53,0,posted 2 weeks ago,3600,Suzuki Swift,2008,automatic A/C,Euro 4,5,92 HP (68 kW),black,207655,1328,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
102,1,posted 3 weeks ago,3350,Suzuki Swift,2008,manual A/C,Euro 4,5,91 HP (67 kW),black,205450,1300,4x4,4/5 doors,petrol,hatchback,"manual, 5 speeds"
103,2,posted 2 weeks ago,2550,Suzuki Swift,2007,automatic A/C,Euro 4,4,75 HP (55 kW),silver,214352,1298,front,2/3 doors,diesel,hatchback,"manual, 5 speeds"
414,11,updated a week ago,3500,Suzuki Swift,2007,manual A/C,,5,84 HP (62 kW),gray,136286,1300,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
25,0,yesterday,3850,Suzuki Swift,2007,manual A/C,Euro 4,5,92 HP (68 kW),red,169000,1328,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
82,3,posted a week ago,3100,Suzuki Swift,2007,manual A/C,Euro 3,5,88 HP (65 kW),red,19000,1300,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
23,0,posted a week ago,3580,Suzuki Swift,2006,manual A/C,Euro 4,5,91 HP (67 kW),orange,251400,1328,4x4,4/5 doors,petrol,hatchback,"manual, 5 speeds"
142,5,updated a week ago,3650,Suzuki Swift,2006,manual A/C,Euro 5,5,68 HP (50 kW),blue,191206,1300,4x4,4/5 doors,petrol,coupe,"manual, 5 speeds"
267,5,updated yesterday,2300,Suzuki Swift,2006,manual A/C,Euro 4,5,91 HP (67 kW),black,225000,1300,front,2/3 doors,petrol,hatchback,"manual, 5 speeds"
51,0,posted a week ago,3800,Suzuki Swift,2006,manual A/C,Euro 4,5,91 HP (67 kW),black,151000,1329,4x4,4/5 doors,petrol + gas,hatchback,"manual, 5 speeds"
146,2,updated a week ago,3500,Suzuki Swift,2006,manual A/C,Euro 4,5,92 HP (68 kW),blue,180000,1328,front,2/3 doors,petrol,hatchback,"manual, 5 speeds"
77,2,posted 2 weeks ago,3990,Suzuki Swift,2006,manual A/C,Euro 4,5,92 HP (68 kW),black,191051,1328,4x4,4/5 doors,petrol,hatchback,"manual, 5 speeds"
168,4,posted 2 weeks ago,2300,Suzuki Swift,2006,manual A/C,Euro 4,5,73 HP (54 kW),gray,216000,1300,front,2/3 doors,diesel,hatchback,"manual, 5 speeds"
33,0,posted a week ago,3970,Suzuki Swift,2006,manual A/C,Euro 3,4,91 HP (67 kW),blue,191974,1320,4x4,4/5 doors,petrol,limousine,"manual, 5 speeds"
218,0,posted 2 weeks ago,1600,Suzuki Swift,2005,automatic A/C,Euro 3,5,102 HP (75 kW),gray,195389,1480,front,2/3 doors,petrol,coupe,"manual, 5 speeds"
117,2,posted 5 days ago,1200,Suzuki Swift,2001,no A/C,Euro 2,5,68 HP (50 kW),teget,187000,987,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
286,4,posted a week ago,390,Suzuki Swift,1998,no A/C,,5,75 HP (55 kW),green,211000,1600,front,2/3 doors,petrol,hatchback,"manual, 5 speeds"
540,2,updated 3 weeks ago,500,Suzuki Swift,1997,no A/C,,5,67 HP (49 kW),white,150000,1290,front,4/5 doors,petrol + gas,limousine,"manual, 5 speeds"
128,2,posted 2 days ago,450,Suzuki Swift,1997,manual A/C,,5,53 HP (39 kW),green,77200,993,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
181,6,posted 3 days ago,350,Suzuki Swift,1992,manual A/C,Euro 3,5,68 HP (50 kW),red,145192,1250,front,2/3 doors,petrol,limousine,"manual, 5 speeds"
259,3,updated 3 weeks ago,16000,Suzuki SX S-Cross,2019,automatic A/C,Euro 6,5,140 HP (103 kW),red,53000,1373,front,4/5 doors,petrol,suv,"manual, 6 speeds"
297,2,updated 3 weeks ago,10500,Suzuki SX S-Cross,2016,automatic A/C,Euro 5,5,109 HP (80 kW),gray,211007,1588,front,4/5 doors,diesel,suv,"manual, 6 speeds"
293,1,posted a week ago,8300,Suzuki SX S-Cross,2015,automatic A/C,Euro 5,5,120 HP (88 kW),gray,165000,1598,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
118,1,posted a week ago,6200,Suzuki SX4,2013,automatic A/C,Euro 5,5,120 HP (88 kW),gray,188533,1586,front,4/5 doors,petrol,suv,"manual, 5 speeds"
49,2,posted a week ago,7000,Suzuki SX4,2012,manual A/C,,5,120 HP (88 kW),gray,128000,1600,4x4,4/5 doors,petrol + gas,suv,"manual, 5 speeds"
18,0,posted 2 days ago,8350,Suzuki SX4,2009,manual A/C,Euro 4,5,107 HP (79 kW),orange,69400,1586,4x4,4/5 doors,petrol,suv,"manual, 5 speeds"
76,0,updated yesterday,6300,Suzuki SX4,2009,manual A/C,Euro 4,5,99 HP (73 kW),black,53000,1490,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
82,0,posted a week ago,4499,Suzuki SX4,2009,manual A/C,Euro 4,5,90 HP (66 kW),black,202750,1595,front,4/5 doors,diesel,suv,"manual, 5 speeds"
306,5,updated 3 weeks ago,4100,Suzuki SX4,2009,manual A/C,Euro 4,5,90 HP (66 kW),black,200000,1598,front,4/5 doors,diesel,suv,"manual, 5 speeds"
52,0,posted 4 days ago,4000,Suzuki SX4,2006,manual A/C,Euro 4,5,120 HP (88 kW),gray,224000,1910,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
67,1,posted a week ago,4200,Suzuki SX4,2006,manual A/C,Euro 4,5,120 HP (88 kW),black,217000,1900,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
349,3,updated yesterday,14350,Suzuki Vitara,2016,automatic A/C,Euro 6,5,120 HP (88 kW),white,67732,1586,front,4/5 doors,petrol,suv,"manual, 5 speeds"
2547,16,updated a week ago,6150,Suzuki Vitara,2007,no A/C,Euro 4,5,129 HP (95 kW),gray,158114,1870,4x4,4/5 doors,diesel,suv,"manual, 5 speeds"
51,0,posted today,4800,Suzuki Vitara,2006,manual A/C,Euro 3,5,129 HP (95 kW),black,320000,1970,4x4,4/5 doors,diesel,suv,"manual, multiple speeds"
121,1,posted 3 days ago,3500,Suzuki Vitara,1994,no A/C,,4,90 HP (66 kW),teget,10000,1600,4x4,2/3 doors,petrol + gas,suv,"manual, 4 speeds"
241,4,posted 2 weeks ago,4500,Suzuki Vitara,1990,no A/C,Euro 1,4,75 HP (55 kW),black,26000,1600,4x4,2/3 doors,petrol + gas,suv,"manual, 5 speeds"
446,3,updated 2 weeks ago,1699,Suzuki Wagon R+,2004,no A/C,Euro 4,5,94 HP (69 kW),gray,159638,1328,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
181,0,posted 3 weeks ago,2200,Suzuki Wagon R+,2003,no A/C,Euro 4,5,75 HP (55 kW),blue,158356,1288,4x4,4/5 doors,petrol,suv,"manual, 5 speeds"
287,5,posted 2 weeks ago,750,Suzuki Wagon R+,2001,manual A/C,Euro 4,5,86 HP (63 kW),blue,158000,1280,front,4/5 doors,petrol + gas,hatchback,semi-automatic
1195,11,updated 4 weeks ago,28000,Tesla Model 3,2019,no A/C,Euro 6,5,469 HP (345 kW),black,147000,1000,4x4,4/5 doors,electric,hatchback,automatic
1035,9,updated a week ago,25990,Tesla Model 3,2019,automatic A/C,Euro 6,5,498 HP (366 kW),black,172500,111,4x4,4/5 doors,electric,limousine,automatic
520,5,updated a week ago,11800,Toyota Auris,2014,automatic A/C,,5,136 HP (100 kW),gray,212000,1798,front,4/5 doors,hybrid,hatchback,automatic
96,0,posted 2 weeks ago,8200,Toyota Auris,2014,automatic A/C,Euro 5,5,124 HP (91 kW),white,215000,1998,front,4/5 doors,diesel,caravan,"manual, 6 speeds"
223,1,posted 3 weeks ago,5990,Toyota Auris,2011,automatic A/C,Euro 5,5,99 HP (73 kW),black,119500,1329,front,4/5 doors,petrol,hatchback,"manual, 6 speeds"
38,0,posted 2 days ago,6199,Toyota Auris,2011,automatic A/C,Euro 5,5,126 HP (93 kW),gray,177300,1998,front,4/5 doors,diesel,hatchback,"manual, 6 speeds"
213,1,posted 4 weeks ago,599,Toyota Auris,2009,no A/C,,5,69 HP (51 kW),white,100000,1400,front,4/5 doors,diesel,limousine,"manual, 6 speeds"
126,0,posted 3 weeks ago,5200,Toyota Auris,2008,manual A/C,Euro 4,5,90 HP (66 kW),white,142000,1364,front,4/5 doors,diesel,hatchback,"manual, 5 speeds"
125,2,posted a week ago,5000,Toyota Auris,2008,manual A/C,Euro 5,5,90 HP (66 kW),gray,194000,1400,front,4/5 doors,diesel,limousine,semi-automatic
430,1,updated 3 weeks ago,3500,Toyota Auris,2007,automatic A/C,Euro 5,5,126 HP (93 kW),gray,290000,2000,front,2/3 doors,diesel,hatchback,"manual, 6 speeds"
120,1,posted 2 weeks ago,4850,Toyota Auris,2007,automatic A/C,Euro 4,5,126 HP (93 kW),blue,210000,1998,front,4/5 doors,diesel,hatchback,"manual, 6 speeds"
90,0,posted 2 weeks ago,5800,Toyota Avensis,2009,automatic A/C,Euro 4,5,126 HP (93 kW),gray,279000,1998,front,4/5 doors,diesel,limousine,"manual, 6 speeds"
153,0,posted 2 weeks ago,5500,Toyota Avensis,2009,automatic A/C,Euro 4,5,126 HP (93 kW),gray,244000,2000,front,4/5 doors,diesel,limousine,"manual, 6 speeds"
33,0,yesterday,3200,Toyota Avensis,2008,automatic A/C,,5,171 HP (126 kW),gray,390000,1998,front,4/5 doors,diesel,limousine,"manual, 6 speeds"
62,0,yesterday,3000,Toyota Avensis,2008,automatic A/C,Euro 4,5,125 HP (92 kW),gray,408000,1999,front,4/5 doors,diesel,limousine,"manual, 6 speeds"
67,0,yesterday,1500,Toyota Avensis,2006,automatic A/C,Euro 4,5,150 HP (110 kW),gray,200000,2200,front,4/5 doors,diesel,caravan,"manual, 6 speeds"
330,11,posted 3 weeks ago,2200,Toyota Avensis,2005,automatic A/C,Euro 4,5,116 HP (85 kW),white,286000,1995,front,4/5 doors,diesel,limousine,"manual, 5 speeds"
418,4,updated 3 weeks ago,2000,Toyota Avensis,2004,manual A/C,Euro 3,5,116 HP (85 kW),gray,350000,1995,front,4/5 doors,diesel,caravan,"manual, 5 speeds"
2199,14,updated month ago,2500,Toyota Avensis,2003,automatic A/C,Euro 4,5,129 HP (95 kW),silver,447000,1794,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
136,1,posted 3 weeks ago,1999,Toyota Avensis,2002,manual A/C,Euro 3,5,110 HP (81 kW),green,277000,1600,front,4/5 doors,petrol,caravan,"manual, 5 speeds"
25,0,posted today,1500,Toyota Avensis,2001,manual A/C,Euro 3,5,110 HP (81 kW),gray,292000,1560,front,4/5 doors,petrol,caravan,"manual, 5 speeds"
125,2,posted 4 days ago,1600,Toyota Avensis,1998,manual A/C,Euro 3,5,110 HP (81 kW),blue,214599,1762,front,4/5 doors,petrol + gas,coupe,"manual, 5 speeds"
1627,13,updated a week ago,5650,Toyota Aygo,2012,manual A/C,,5,68 HP (50 kW),orange,47700,998,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
154,6,posted a week ago,2850,Toyota Aygo,2009,no A/C,Euro 4,4,54 HP (40 kW),gray,160300,1399,front,4/5 doors,diesel,hatchback,"manual, 5 speeds"
145,3,updated today,3350,Toyota Aygo,2009,manual A/C,Euro 4,5,68 HP (50 kW),gray,225000,988,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
242,10,posted a week ago,2700,Toyota Aygo,2008,manual A/C,Euro 5,4,68 HP (50 kW),red,145000,998,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
79,2,posted 6 days ago,2900,Toyota Aygo,2007,manual A/C,Euro 3,5,75 HP (55 kW),teget,154000,999,front,2/3 doors,petrol,coupe,"manual, 5 speeds"
84,0,posted a week ago,100,Toyota Carina,1991,no A/C,Euro 2,5,107 HP (79 kW),gray,325000,1600,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
76,0,posted a week ago,2000,Toyota Carina E,1997,no A/C,Euro 3,5,106 HP (78 kW),gray,286231,1600,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
358,6,posted 2 weeks ago,400,Toyota Carina II,1997,manual A/C,Euro 1,5,102 HP (75 kW),white,230000,1600,front,4/5 doors,petrol,caravan,"manual, 5 speeds"
770,9,updated a week ago,3700,Toyota Celica,2001,manual A/C,Euro 3,4,192 HP (141 kW),blue,223300,1796,front,2/3 doors,petrol,coupe,"manual, 6 speeds"
3957,24,updated yesterday,5000,Toyota Celica,2000,automatic A/C,Euro 3,4,143 HP (105 kW),black,205000,1794,front,2/3 doors,petrol,coupe,"manual, 6 speeds"
128,0,posted a week ago,4600,Toyota Celica,2000,automatic A/C,Euro 3,4,143 HP (105 kW),red,198000,1794,front,2/3 doors,petrol,coupe,"manual, 6 speeds"
599,19,posted 4 weeks ago,800,Toyota Celica,1995,no A/C,,4,116 HP (85 kW),black,246000,1800,front,2/3 doors,petrol,coupe,"manual, 5 speeds"
60,0,posted 5 days ago,22150,Toyota CH-R,2019,automatic A/C,Euro 6,5,122 HP (90 kW),red,117000,1798,front,4/5 doors,hybrid,suv,automatic
316,3,updated today,17700,Toyota Corolla,2022,automatic A/C,Euro 6,5,125 HP (92 kW),white,26400,1495,front,4/5 doors,petrol,limousine,"manual, 6 speeds"
